date;open;High;low;close;volume
03/01/2022;10.45600033;10.69600010;10.43999958;10.64799976;11340948
04/01/2022;10.69999981;10.97599983;10.69799995;10.89200020;51878743
05/01/2022;10.89999962;11.18999958;10.89200020;11.17199993;24976847
06/01/2022;11.02999973;11.24600029;10.89999962;11.14400005;11476599
07/01/2022;10.96000004;10.96800041;10.66199970;10.83199978;5794599
10/01/2022;10.85000038;10.91199970;10.72999954;10.77999973;4189280
11/01/2022;10.75599957;10.90200043;10.73999977;10.89200020;4247483
12/01/2022;10.98400021;11.17800045;10.97000027;11.08600044;8870360
13/01/2022;11.08600044;11.19999981;11.03199959;11.19999981;4061481
14/01/2022;11.18000031;11.26599979;11.08600044;11.24199963;4262272
17/01/2022;11.20400047;11.27600002;11.09200001;11.14400005;19565377
18/01/2022;11.19999981;11.28999996;11.07199955;11.12399960;56757167
19/01/2022;11.06599998;11.40999985;11.05000019;11.13199997;34217683
20/01/2022;11.07400036;11.08399963;10.72000027;10.81000042;23003012
21/01/2022;10.68999958;10.75399971;10.49199963;10.66399956;24737724
24/01/2022;10.60599995;10.73600006;10.28199959;10.42399979;10941715
25/01/2022;10.34399986;10.73400021;10.32400036;10.71599960;10805458
26/01/2022;10.78999996;11.13399982;10.76599979;11.04199982;8075117
27/01/2022;10.86800003;11.37399960;10.82999992;11.24600029;6940069
28/01/2022;11.24400043;11.35000038;11.11200047;11.18999958;6204112
31/01/2022;11.24400043;11.29399967;11.10599995;11.24199963;6169195
01/02/2022;11.28600025;11.42599964;11.11400032;11.38399982;9446366
02/02/2022;11.37600040;11.43200016;11.16199970;11.32600021;6374473
03/02/2022;11.32600021;11.42599964;11.20400047;11.32999992;5208055
04/02/2022;11.42000008;11.58600044;11.39200020;11.48799992;7607950
07/02/2022;11.54800034;11.59399986;11.37399960;11.54199982;6036712
08/02/2022;11.57199955;11.81400013;11.37399960;11.39599991;6494862
09/02/2022;11.61999989;11.64400005;11.39000034;11.58399963;8113736
10/02/2022;11.54800034;11.81599998;11.54399967;11.75000000;6151859
11/02/2022;11.62600040;11.88199997;11.57999992;11.86800003;6428439
14/02/2022;11.75399971;11.98600006;11.60599995;11.66800022;8362112
15/02/2022;11.59000015;11.75000000;11.43599987;11.62600040;8139495
16/02/2022;11.66399956;11.97599983;11.62600040;11.93400002;8155716
17/02/2022;11.84399986;12.00000000;11.67599964;11.86999989;8114343
18/02/2022;11.87800026;12.03600025;11.65600014;11.73400021;7709619
21/02/2022;11.73999977;11.81799984;11.52999973;11.61999989;5171870
22/02/2022;11.40999985;11.77000046;11.39999962;11.46800041;6924845
23/02/2022;11.47399998;11.63199997;11.35799980;11.36600018;6680005
24/02/2022;11.07999992;11.39799976;10.97999954;11.32999992;13349172
25/02/2022;11.21000004;11.73600006;11.14999962;11.59399986;9058029
28/02/2022;11.44999981;11.74600029;11.34200001;11.62600040;13472862
01/03/2022;11.69999981;11.99199963;11.65200043;11.86200047;9146984
02/03/2022;12.00000000;12.36600018;11.92000008;12.26799965;14960005
03/03/2022;12.30799961;12.67599964;11.96399975;12.00199986;19956964
04/03/2022;11.93000031;11.97999954;11.37199974;11.46599960;12203037
07/03/2022;11.44999981;12.09599972;11.29199982;11.92800045;17131496
08/03/2022;12.04800034;12.37199974;11.90999985;12.24199963;10553439
09/03/2022;12.24199963;12.46800041;11.78600025;11.85000038;15514946
10/03/2022;11.79599953;11.98799992;11.70800018;11.82400036;8048141
11/03/2022;11.69999981;11.97999954;11.54800034;11.63399982;10953044
14/03/2022;11.63599968;11.66399956;11.26799965;11.45400047;8889217
15/03/2022;11.35000038;11.46800041;11.15799999;11.46800041;7791864
16/03/2022;11.60000038;11.64200020;11.19799995;11.22799969;10864520
17/03/2022;11.33600044;11.54800034;11.27600002;11.49199963;7039284
18/03/2022;11.60000038;11.60000038;11.15999985;11.21800041;15595515
21/03/2022;11.25000000;11.64999962;11.24199963;11.63000011;9412952
22/03/2022;11.69999981;11.83199978;11.60599995;11.67800045;4852844
23/03/2022;11.86200047;12.14400005;11.81000042;12.06999969;7940775
24/03/2022;12.07400036;12.20400047;11.97999954;11.98999977;7738390
25/03/2022;11.99800014;12.19400024;11.78999996;12.16399956;4335122
28/03/2022;12.08199978;12.30599976;11.82999992;11.90400028;16686343
29/03/2022;12.00000000;12.17000008;11.62199974;11.77200031;6530273
30/03/2022;11.89999962;12.04599953;11.88000011;12.02200031;4696618
31/03/2022;11.92199993;12.06200027;11.83399963;11.92399979;5251275
01/04/2022;11.80000019;12.00500011;11.69999981;11.94499969;4753153
04/04/2022;12.00000000;12.06499958;11.86999989;11.88000011;6647661
05/04/2022;11.98999977;12.19999981;11.86499977;12.18999958;9687630
06/04/2022;12.30000019;12.42000008;12.16499996;12.30000019;6195618
07/04/2022;12.30000019;12.38000011;12.12500000;12.22000027;9457273
08/04/2022;12.35000038;12.82999992;12.33500004;12.82999992;12854634
11/04/2022;12.80000019;12.93000031;12.76000023;12.80500031;6115807
12/04/2022;12.68000031;13.27499962;12.65499973;13.23499966;10011614
13/04/2022;13.24499989;13.57999992;13.23999977;13.53499985;23609735
14/04/2022;13.64999962;13.81499958;13.53499985;13.77000046;6350740
19/04/2022;13.79500008;14.07499981;13.62500000;13.64500046;14694253
20/04/2022;13.68500042;13.81000042;13.58500004;13.63000011;11462853
21/04/2022;13.64999962;13.78999996;13.58500004;13.67500019;7636432
22/04/2022;13.52999973;13.53499985;12.72999954;13.19499969;8472986
25/04/2022;12.83500004;13.09000015;12.60499954;12.60499954;9003008
26/04/2022;12.77499962;12.96000004;12.50000000;12.66499996;5602585
27/04/2022;12.59500027;12.98499966;12.59500027;12.90999985;7245697
28/04/2022;12.97500038;13.64999962;12.83500004;13.63000011;8875801
29/04/2022;13.76500034;14.32999992;13.64999962;14.28499985;18852636
02/05/2022;14.07999992;14.23999977;13.79500008;14.10499954;7604085
03/05/2022;14.14500046;14.22999954;13.89000034;14.11999989;6036623
04/05/2022;14.05500031;14.54500008;14.03999996;14.28499985;7605514
05/05/2022;14.56000042;14.64000034;14.26500034;14.39999962;10512567
06/05/2022;14.39999962;14.93999958;14.34500027;14.83500004;10325420
09/05/2022;14.57999992;14.79500008;13.56999969;13.56999969;38542128
10/05/2022;13.64999962;13.71500015;13.22000027;13.64500046;9106538
11/05/2022;13.72500038;14.25500011;13.72500038;14.25500011;5495358
12/05/2022;13.93000031;14.28499985;13.81000042;13.98999977;4897317
13/05/2022;14.15499973;14.32999992;13.90999985;14.25500011;3726487
16/05/2022;14.05500031;14.25000000;13.97999954;14.11999989;5529766
17/05/2022;14.50000000;14.79500008;14.35000038;14.56499958;6439375
18/05/2022;14.75000000;14.87500000;14.56999969;14.68000031;7055799
19/05/2022;14.60999966;14.86499977;14.36499977;14.43999958;5227429
20/05/2022;14.59500027;14.75000000;14.40499973;14.40999985;6414647
23/05/2022;14.72999954;14.84000015;14.46000004;14.65999985;8542757
24/05/2022;14.47999954;14.79500008;14.45499992;14.70499992;8562284
25/05/2022;14.80000019;15.14999962;14.77999973;15.02000046;13550161
26/05/2022;15.00000000;15.10499954;14.80500031;14.95499992;7774634
27/05/2022;15.02000046;15.02999973;14.70499992;14.98999977;8011877
30/05/2022;14.93999958;15.06499958;14.67000008;14.84500027;11107084
31/05/2022;14.94999981;15.31000042;14.93999958;14.99499989;20877928
01/06/2022;15.05500031;15.18999958;14.84000015;14.85499954;10109344
02/06/2022;14.93999958;15.05500031;14.63500023;14.96000004;4547242
03/06/2022;15.00000000;15.15999985;14.84000015;15.15999985;3833736
06/06/2022;15.31999969;15.44999981;15.22999954;15.41499996;3969692
07/06/2022;15.39999962;16.04500008;15.39000034;15.94999981;6943864
08/06/2022;15.95499992;16.12000084;15.92500019;16.12000084;4691076
09/06/2022;15.94999981;16.22999954;15.67000008;15.71500015;6874232
10/06/2022;15.73499966;15.89500046;15.32999992;15.48499966;7598331
13/06/2022;15.27000046;15.38000011;14.95499992;15.18999958;8951877
14/06/2022;15.21000004;15.58500004;15.03499985;15.34500027;4942145
15/06/2022;15.29500008;15.36999989;14.77499962;14.99499989;11771428
16/06/2022;14.94499969;15.06999969;14.25000000;14.39999962;13878650
17/06/2022;14.39999962;14.43500042;13.73999977;13.73999977;18935339
20/06/2022;13.76000023;14.09000015;13.68000031;13.97999954;4097982
21/06/2022;14.18000031;14.32999992;14.06999969;14.27000046;6852123
22/06/2022;13.96000004;13.96500015;13.53499985;13.65999985;7489873
23/06/2022;13.64000034;13.93999958;13.30500031;13.57999992;6703082
24/06/2022;13.50500011;13.82999992;13.39999962;13.75000000;16367245
27/06/2022;13.79500008;14.00000000;13.59500027;13.80500031;9030698
28/06/2022;14.00000000;14.31999969;13.94499969;14.21500015;11165774
29/06/2022;14.21500015;14.40999985;14.13500023;14.18999958;11508606
30/06/2022;14.03999996;14.23499966;13.92500019;14.05000019;4629074
01/07/2022;13.89999962;14.07999992;13.41499996;13.47999954;5831423
04/07/2022;13.83500004;13.94999981;13.72999954;13.82999992;5058785
05/07/2022;13.53999996;13.56499958;12.66499996;12.72000027;9056039
06/07/2022;12.85000038;12.97000027;12.45499992;12.53499985;6130635
07/07/2022;12.72500038;13.18000031;12.72500038;13.14000034;5060702
08/07/2022;13.10000038;13.36499977;12.85499954;12.97999954;14033450
11/07/2022;12.80500031;13.01500034;12.69999981;12.90999985;16449671
12/07/2022;12.88000011;12.98999977;12.08500004;12.17000008;24389927
13/07/2022;12.07499981;12.28999996;11.84500027;12.15999985;22608930
14/07/2022;12.13000011;12.21000004;11.62500000;11.80000019;12446567
15/07/2022;11.95499992;12.02999973;11.73499966;11.88500023;5722933
18/07/2022;12.00500011;12.28499985;11.94499969;12.06000042;3849808
19/07/2022;12.00000000;12.11999989;11.91499996;12.10999966;5733650
20/07/2022;12.26500034;12.26500034;11.98499966;12.09000015;2459427
21/07/2022;12.10499954;12.14000034;11.64500046;11.77999973;6646965
22/07/2022;11.89999962;12.06999969;11.73999977;12.02999973;4654759
25/07/2022;11.94499969;12.23999977;11.81000042;12.23999977;2919950
26/07/2022;12.39500046;12.52999973;12.29500008;12.36499977;4121187
27/07/2022;12.38500023;12.61999989;12.34000015;12.52499962;9072919
28/07/2022;12.60000038;12.60000038;11.64999962;11.91499996;9922886
29/07/2022;12.10000038;12.23499966;11.98999977;12.12500000;7358759
01/08/2022;12.10000038;12.19999981;11.81999969;11.85000038;4629294
02/08/2022;11.81999969;12.00000000;11.76000023;11.87500000;4323942
03/08/2022;11.85000038;12.14999962;11.76000023;11.92500019;4276226
04/08/2022;11.88500023;12.13500023;11.77499962;11.78499985;4506532
05/08/2022;11.77999973;11.89500046;11.53499985;11.83500004;5015422
08/08/2022;11.90499973;12.11499977;11.82499981;12.00000000;11926231
09/08/2022;12.03999996;12.47999954;11.94999981;12.42500019;5263031
10/08/2022;12.35000038;12.47999954;12.18000031;12.26500034;6930839
11/08/2022;12.35000038;12.58500004;12.34500027;12.52999973;4524954
12/08/2022;12.57499981;12.89999962;12.56999969;12.64999962;4784854
15/08/2022;12.72500038;12.73499966;12.20499992;12.35000038;3999758
16/08/2022;12.43000031;12.77999973;12.40499973;12.61499977;5634519
17/08/2022;12.52499962;12.68000031;12.42500019;12.65999985;3522524
18/08/2022;12.69999981;13.03999996;12.68000031;12.99499989;4773433
19/08/2022;13.00000000;13.18000031;12.91499996;13.07499981;5121025
22/08/2022;12.92000008;13.28499985;12.83500004;13.21000004;4110563
23/08/2022;13.22000027;13.72999954;13.22000027;13.68999958;5472959
24/08/2022;13.60000038;13.68999958;13.22999954;13.25500011;4298287
25/08/2022;13.45499992;13.60999966;13.40499973;13.40499973;3376860
26/08/2022;13.41499996;13.54500008;13.39000034;13.43000031;3721033
29/08/2022;13.43000031;13.64999962;13.22500038;13.63000011;2852176
30/08/2022;13.69999981;13.81499958;13.16499996;13.19499969;4697032
31/08/2022;13.19499969;13.22000027;12.65999985;12.98499966;11072717
01/09/2022;12.86499977;13.00500011;12.78499985;12.88500023;3803212
02/09/2022;12.99499989;13.43999958;12.89999962;13.38000011;4960994
05/09/2022;13.34000015;13.76500034;13.34000015;13.68500042;4975330
06/09/2022;13.82999992;13.84000015;13.43999958;13.47500038;4309713
07/09/2022;13.55000019;13.66499996;12.93000031;12.93000031;7808306
08/09/2022;13.03499985;13.11499977;12.77999973;12.82499981;4422489
09/09/2022;12.85000038;13.17000008;12.83500004;13.10999966;3273872
12/09/2022;13.10999966;13.44499969;13.08500004;13.14999962;11615075
13/09/2022;13.23499966;13.25000000;12.78499985;12.89999962;6020883
14/09/2022;12.80000019;13.03499985;12.71000004;12.85000038;5583192
15/09/2022;12.88000011;12.93000031;12.24499989;12.32999992;9196798
16/09/2022;12.30000019;12.38500023;11.88500023;11.96000004;14716127
19/09/2022;11.85999966;12.15499973;11.70499992;12.08500004;4629897
20/09/2022;12.11499977;12.19499969;11.89999962;11.94999981;4279604
21/09/2022;12.04500008;12.36999989;11.85000038;11.88000011;7811223
22/09/2022;11.80500031;12.15499973;11.76500034;12.00000000;4370197
23/09/2022;11.87500000;11.92000008;11.18500042;11.35999966;7004593
26/09/2022;11.08500004;11.47000027;11.05000019;11.32999992;5753260
27/09/2022;11.32999992;11.70499992;11.31999969;11.60000038;5206047
28/09/2022;11.46500015;11.90499973;11.32999992;11.80000019;5625187
29/09/2022;11.85999966;11.86499977;11.46500015;11.73499966;4946081
30/09/2022;11.83500004;11.99499989;11.68000031;11.80500031;4074554
03/10/2022;11.84000015;12.25000000;11.83500004;12.20499992;4660644
04/10/2022;12.31999969;12.63000011;12.20499992;12.40999985;6618752
05/10/2022;12.38000011;12.80000019;12.19499969;12.72999954;5219275
06/10/2022;12.63000011;12.89000034;12.42000008;12.57499981;4748670
07/10/2022;12.72000027;12.73999977;12.44999981;12.68999958;3655522
10/10/2022;12.55000019;12.74499989;12.39999962;12.44999981;3522891
11/10/2022;12.30000019;12.35000038;11.92500019;12.17500019;5712538
12/10/2022;12.27499962;12.46500015;12.02499962;12.11999989;4330140
13/10/2022;12.09500027;12.73999977;12.09500027;12.66499996;4147834
14/10/2022;12.79500008;12.99499989;12.49499989;12.51000023;5201312
17/10/2022;12.51000023;12.99499989;12.51000023;12.74499989;5589988
18/10/2022;12.80000019;12.89000034;12.61999989;12.64999962;3729074
19/10/2022;12.77000046;12.93000031;12.67500019;12.93000031;3391156
20/10/2022;12.94999981;13.39500046;12.89999962;13.18000031;4438711
21/10/2022;13.14999962;13.22999954;12.96000004;13.22000027;4579057
24/10/2022;13.15499973;13.41499996;12.97000027;13.30000019;3956501
25/10/2022;13.34000015;13.37500000;13.07499981;13.09500027;6668012
